logical_stage	op	tensor	no_producer_read_bytes	external_write_bytes
369	l0.s369.proj	p_layers_21_o_proj_weight	8388608	0
369	l0.s369.add	l0.s369.proj	0	0
369	l0.s369.add	l20.hidden	0	0
369	l0.s369.add	l21.hidden	0	0
370	l0.s370.norm	l21.hidden	0	0
370	l0.s370.norm	l21.norm	0	0
370	l0.s370.norm	p_layers_21_post_norm_weight	4096	0
371	l0.s371.proj	l21.gate	0	0
371	l0.s371.proj	l21.norm	0	0
371	l0.s371.proj	p_layers_21_gate_proj_weight	25165824	0
372	l0.s372.proj	l21.norm	0	0
372	l0.s372.proj	l21.up	0	0
372	l0.s372.proj	p_layers_21_up_proj_weight	25165824	0
373	l0.s373.act	l21.gate	0	0
373	l0.s373.act	l21.up	0	0
374	l0.s374.proj	l0.s374.proj	0	0
374	l0.s374.proj	l21.gate	0	0
374	l0.s374.proj	p_layers_21_down_proj_weight	25165824	0
374	l0.s374.add	l0.s374.proj	0	0
374	l0.s374.add	l21.hidden	0	0
375	l0.s375.norm	l21.hidden	0	0
375	l0.s375.norm	l22.norm	0	0
375	l0.s375.norm	p_layers_22_input_norm_weight	4096	0
376	l0.s376.proj	l22.norm	0	0
376	l0.s376.proj	l22.q	0	0
376	l0.s376.proj	p_layers_22_q_proj_weight	8388608	0
377	l0.s377.proj	l22.k	0	0
377	l0.s377.proj	l22.norm	0	0
377	l0.s377.proj	p_layers_22_k_proj_weight	4194304	0
378	l0.s378.qknorm	l22.q	0	0
378	l0.s378.qknorm	l22.q_normed	0	0
378	l0.s378.qknorm	p_layers_22_q_norm_weight	256	0
379	l0.s379.qknorm	l22.k	0	0
379	l0.s379.qknorm	l22.k_normed	0	0
379	l0.s379.qknorm	p_layers_22_k_norm_weight	256	0
380	l0.s380.proj	l22.norm	0	0
380	l0.s380.proj	l22.v	0	0
380	l0.s380.proj	p_layers_22_v_proj_weight	4194304	0
381	l0.s381.rope	b_inv_freq	128	0
381	l0.s381.rope	l22.q_normed	0	0
381	l0.s381.rope	l22.q_rot	0	0
382	l0.s382.rope	b_inv_freq	128	0
382	l0.s382.rope	l22.k_normed	0	0
382	l0.s382.rope	l22.k_rot	0	0
383	l0.s383.append	l22.full_k	0	2048
383	l0.s383.append	l22.k_rot	0	0
384	l0.s384.append	l22.full_v	0	2048
384	l0.s384.append	l22.v	0	0
385	l0.s385.attn	l22.context	0	0
385	l0.s385.attn	l22.full_k	6144	0
385	l0.s385.attn	l22.full_v	6144	0
385	l0.s385.attn	l22.q_rot	0	0
386	l0.s386.proj	l0.s386.proj	0	0
386	l0.s386.proj	l22.context	0	0
386	l0.s386.proj	p_layers_22_o_proj_weight	8388608	0
386	l0.s386.add	l0.s386.proj	0	0
386	l0.s386.add	l21.hidden	0	0
386	l0.s386.add	l22.hidden	0	0
387	l0.s387.norm	l22.hidden	0	0
387	l0.s387.norm	l22.norm	0	0
387	l0.s387.norm	p_layers_22_post_norm_weight	4096	0
388	l0.s388.proj	l22.gate	0	0
388	l0.s388.proj	l22.norm	0	0
388	l0.s388.proj	p_layers_22_gate_proj_weight	25165824	0
389	l0.s389.proj	l22.norm	0	0
389	l0.s389.proj	l22.up	0	0
389	l0.s389.proj	p_layers_22_up_proj_weight	25165824	0
390	l0.s390.act	l22.gate	0	0
390	l0.s390.act	l22.up	0	0
391	l0.s391.proj	l0.s391.proj	0	0
391	l0.s391.proj	l22.gate	0	0
391	l0.s391.proj	p_layers_22_down_proj_weight	25165824	0
391	l0.s391.add	l0.s391.proj	0	0
391	l0.s391.add	l22.hidden	0	0
392	l0.s392.norm	l22.hidden	0	0
392	l0.s392.norm	l23.norm	0	0
392	l0.s392.norm	p_layers_23_input_norm_weight	4096	0
393	l0.s393.proj	l23.norm	0	0
393	l0.s393.proj	l23.q	0	0
393	l0.s393.proj	p_layers_23_q_proj_weight	8388608	0
394	l0.s394.proj	l23.k	0	0
394	l0.s394.proj	l23.norm	0	0
394	l0.s394.proj	p_layers_23_k_proj_weight	4194304	0
395	l0.s395.qknorm	l23.q	0	0
395	l0.s395.qknorm	l23.q_normed	0	0
395	l0.s395.qknorm	p_layers_23_q_norm_weight	256	0
396	l0.s396.qknorm	l23.k	0	0
396	l0.s396.qknorm	l23.k_normed	0	0
396	l0.s396.qknorm	p_layers_23_k_norm_weight	256	0
397	l0.s397.proj	l23.norm	0	0
397	l0.s397.proj	l23.v	0	0
397	l0.s397.proj	p_layers_23_v_proj_weight	4194304	0
398	l0.s398.rope	b_inv_freq	128	0
398	l0.s398.rope	l23.q_normed	0	0
398	l0.s398.rope	l23.q_rot	0	0
399	l0.s399.rope	b_inv_freq	128	0
399	l0.s399.rope	l23.k_normed	0	0
399	l0.s399.rope	l23.k_rot	0	0
400	l0.s400.append	l23.full_k	0	2048
400	l0.s400.append	l23.k_rot	0	0
401	l0.s401.append	l23.full_v	0	2048
401	l0.s401.append	l23.v	0	0
402	l0.s402.attn	l23.context	0	0
402	l0.s402.attn	l23.full_k	6144	0
402	l0.s402.attn	l23.full_v	6144	0
402	l0.s402.attn	l23.q_rot	0	0
403	l0.s403.proj	l0.s403.proj	0	0
403	l0.s403.proj	l23.context	0	0
403	l0.s403.proj	p_layers_23_o_proj_weight	8388608	0
403	l0.s403.add	l0.s403.proj	0	0
403	l0.s403.add	l22.hidden	0	0
403	l0.s403.add	l23.hidden	0	0
404	l0.s404.norm	l23.hidden	0	0
404	l0.s404.norm	l23.norm	0	0
404	l0.s404.norm	p_layers_23_post_norm_weight	4096	0
405	l0.s405.proj	l23.gate	0	0
405	l0.s405.proj	l23.norm	0	0
405	l0.s405.proj	p_layers_23_gate_proj_weight	25165824	0
406	l0.s406.proj	l23.norm	0	0
406	l0.s406.proj	l23.up	0	0
406	l0.s406.proj	p_layers_23_up_proj_weight	25165824	0
407	l0.s407.act	l23.gate	0	0
407	l0.s407.act	l23.up	0	0
408	l0.s408.proj	l0.s408.proj	0	0
408	l0.s408.proj	l23.gate	0	0
408	l0.s408.proj	p_layers_23_down_proj_weight	25165824	0
408	l0.s408.add	l0.s408.proj	0	0
408	l0.s408.add	l23.hidden	0	0
409	l0.s409.norm	l23.hidden	0	0
409	l0.s409.norm	l24.norm	0	0
409	l0.s409.norm	p_layers_24_input_norm_weight	4096	0
410	l0.s410.proj	l24.norm	0	0
410	l0.s410.proj	l24.q	0	0
410	l0.s410.proj	p_layers_24_q_proj_weight	8388608	0
411	l0.s411.proj	l24.k	0	0
411	l0.s411.proj	l24.norm	0	0
411	l0.s411.proj	p_layers_24_k_proj_weight	4194304	0
412	l0.s412.qknorm	l24.q	0	0
412	l0.s412.qknorm	l24.q_normed	0	0
412	l0.s412.qknorm	p_layers_24_q_norm_weight	256	0
413	l0.s413.qknorm	l24.k	0	0
413	l0.s413.qknorm	l24.k_normed	0	0
413	l0.s413.qknorm	p_layers_24_k_norm_weight	256	0
414	l0.s414.proj	l24.norm	0	0
414	l0.s414.proj	l24.v	0	0
414	l0.s414.proj	p_layers_24_v_proj_weight	4194304	0
415	l0.s415.rope	b_inv_freq	128	0
415	l0.s415.rope	l24.q_normed	0	0
415	l0.s415.rope	l24.q_rot	0	0
416	l0.s416.rope	b_inv_freq	128	0
416	l0.s416.rope	l24.k_normed	0	0
416	l0.s416.rope	l24.k_rot	0	0
417	l0.s417.append	l24.full_k	0	2048
417	l0.s417.append	l24.k_rot	0	0
418	l0.s418.append	l24.full_v	0	2048
418	l0.s418.append	l24.v	0	0
419	l0.s419.attn	l24.context	0	0
419	l0.s419.attn	l24.full_k	6144	0
419	l0.s419.attn	l24.full_v	6144	0
419	l0.s419.attn	l24.q_rot	0	0
420	l0.s420.proj	l0.s420.proj	0	0
420	l0.s420.proj	l24.context	0	0
420	l0.s420.proj	p_layers_24_o_proj_weight	8388608	0
420	l0.s420.add	l0.s420.proj	0	0
420	l0.s420.add	l23.hidden	0	0
420	l0.s420.add	l24.hidden	0	0
421	l0.s421.norm	l24.hidden	0	0
421	l0.s421.norm	l24.norm	0	0
421	l0.s421.norm	p_layers_24_post_norm_weight	4096	0
422	l0.s422.proj	l24.gate	0	0
422	l0.s422.proj	l24.norm	0	0
422	l0.s422.proj	p_layers_24_gate_proj_weight	25165824	0
423	l0.s423.proj	l24.norm	0	0
423	l0.s423.proj	l24.up	0	0
423	l0.s423.proj	p_layers_24_up_proj_weight	25165824	0
424	l0.s424.act	l24.gate	0	0
424	l0.s424.act	l24.up	0	0
425	l0.s425.proj	l0.s425.proj	0	0
425	l0.s425.proj	l24.gate	0	0
425	l0.s425.proj	p_layers_24_down_proj_weight	25165824	0
425	l0.s425.add	l0.s425.proj	0	0
425	l0.s425.add	l24.hidden	0	0
426	l0.s426.norm	l24.hidden	0	0
426	l0.s426.norm	l25.norm	0	0
426	l0.s426.norm	p_layers_25_input_norm_weight	4096	0
427	l0.s427.proj	l25.norm	0	0
427	l0.s427.proj	l25.q	0	0
427	l0.s427.proj	p_layers_25_q_proj_weight	8388608	0
428	l0.s428.proj	l25.k	0	0
428	l0.s428.proj	l25.norm	0	0
428	l0.s428.proj	p_layers_25_k_proj_weight	4194304	0
429	l0.s429.qknorm	l25.q	0	0
429	l0.s429.qknorm	l25.q_normed	0	0
429	l0.s429.qknorm	p_layers_25_q_norm_weight	256	0
430	l0.s430.qknorm	l25.k	0	0
430	l0.s430.qknorm	l25.k_normed	0	0
430	l0.s430.qknorm	p_layers_25_k_norm_weight	256	0
431	l0.s431.proj	l25.norm	0	0
431	l0.s431.proj	l25.v	0	0
431	l0.s431.proj	p_layers_25_v_proj_weight	4194304	0
432	l0.s432.rope	b_inv_freq	128	0
432	l0.s432.rope	l25.q_normed	0	0
432	l0.s432.rope	l25.q_rot	0	0
433	l0.s433.rope	b_inv_freq	128	0
433	l0.s433.rope	l25.k_normed	0	0
433	l0.s433.rope	l25.k_rot	0	0
434	l0.s434.append	l25.full_k	0	2048
434	l0.s434.append	l25.k_rot	0	0
435	l0.s435.append	l25.full_v	0	2048
435	l0.s435.append	l25.v	0	0
436	l0.s436.attn	l25.context	0	0
436	l0.s436.attn	l25.full_k	6144	0
436	l0.s436.attn	l25.full_v	6144	0
436	l0.s436.attn	l25.q_rot	0	0
437	l0.s437.proj	l0.s437.proj	0	0
437	l0.s437.proj	l25.context	0	0
437	l0.s437.proj	p_layers_25_o_proj_weight	8388608	0
437	l0.s437.add	l0.s437.proj	0	0
437	l0.s437.add	l24.hidden	0	0
437	l0.s437.add	l25.hidden	0	0
438	l0.s438.norm	l25.hidden	0	0
438	l0.s438.norm	l25.norm	0	0
438	l0.s438.norm	p_layers_25_post_norm_weight	4096	0
439	l0.s439.proj	l25.gate	0	0
439	l0.s439.proj	l25.norm	0	0
439	l0.s439.proj	p_layers_25_gate_proj_weight	25165824	0
440	l0.s440.proj	l25.norm	0	0
440	l0.s440.proj	l25.up	0	0
440	l0.s440.proj	p_layers_25_up_proj_weight	25165824	0
441	l0.s441.act	l25.gate	0	0
441	l0.s441.act	l25.up	0	0
442	l0.s442.proj	l0.s442.proj	0	0
442	l0.s442.proj	l25.gate	0	0
442	l0.s442.proj	p_layers_25_down_proj_weight	25165824	0
442	l0.s442.add	l0.s442.proj	0	0
442	l0.s442.add	l25.hidden	0	0
443	l0.s443.norm	l25.hidden	0	0
443	l0.s443.norm	l26.norm	0	0
443	l0.s443.norm	p_layers_26_input_norm_weight	4096	0
444	l0.s444.proj	l26.norm	0	0
444	l0.s444.proj	l26.q	0	0
444	l0.s444.proj	p_layers_26_q_proj_weight	8388608	0
445	l0.s445.proj	l26.k	0	0
445	l0.s445.proj	l26.norm	0	0
445	l0.s445.proj	p_layers_26_k_proj_weight	4194304	0
446	l0.s446.qknorm	l26.q	0	0
446	l0.s446.qknorm	l26.q_normed	0	0
446	l0.s446.qknorm	p_layers_26_q_norm_weight	256	0
447	l0.s447.qknorm	l26.k	0	0
447	l0.s447.qknorm	l26.k_normed	0	0
447	l0.s447.qknorm	p_layers_26_k_norm_weight	256	0
448	l0.s448.proj	l26.norm	0	0
448	l0.s448.proj	l26.v	0	0
448	l0.s448.proj	p_layers_26_v_proj_weight	4194304	0
449	l0.s449.rope	b_inv_freq	128	0
449	l0.s449.rope	l26.q_normed	0	0
449	l0.s449.rope	l26.q_rot	0	0
450	l0.s450.rope	b_inv_freq	128	0
450	l0.s450.rope	l26.k_normed	0	0
450	l0.s450.rope	l26.k_rot	0	0
451	l0.s451.append	l26.full_k	0	2048
451	l0.s451.append	l26.k_rot	0	0
452	l0.s452.append	l26.full_v	0	2048
452	l0.s452.append	l26.v	0	0
453	l0.s453.attn	l26.context	0	0
453	l0.s453.attn	l26.full_k	6144	0
453	l0.s453.attn	l26.full_v	6144	0
453	l0.s453.attn	l26.q_rot	0	0
454	l0.s454.proj	l0.s454.proj	0	0
454	l0.s454.proj	l26.context	0	0
454	l0.s454.proj	p_layers_26_o_proj_weight	8388608	0
454	l0.s454.add	l0.s454.proj	0	0
454	l0.s454.add	l25.hidden	0	0
454	l0.s454.add	l26.hidden	0	0
455	l0.s455.norm	l26.hidden	0	0
455	l0.s455.norm	l26.norm	0	0
455	l0.s455.norm	p_layers_26_post_norm_weight	4096	0
456	l0.s456.proj	l26.gate	0	0
456	l0.s456.proj	l26.norm	0	0
456	l0.s456.proj	p_layers_26_gate_proj_weight	25165824	0
457	l0.s457.proj	l26.norm	0	0
457	l0.s457.proj	l26.up	0	0
457	l0.s457.proj	p_layers_26_up_proj_weight	25165824	0
458	l0.s458.act	l26.gate	0	0
458	l0.s458.act	l26.up	0	0
459	l0.s459.proj	l0.s459.proj	0	0
459	l0.s459.proj	l26.gate	0	0
459	l0.s459.proj	p_layers_26_down_proj_weight	25165824	0
459	l0.s459.add	l0.s459.proj	0	0
459	l0.s459.add	l26.hidden	0	0
460	l0.s460.norm	l26.hidden	0	0
460	l0.s460.norm	l27.norm	0	0
460	l0.s460.norm	p_layers_27_input_norm_weight	4096	0
461	l0.s461.proj	l27.norm	0	0
461	l0.s461.proj	l27.q	0	0
461	l0.s461.proj	p_layers_27_q_proj_weight	8388608	0
462	l0.s462.proj	l27.k	0	0
462	l0.s462.proj	l27.norm	0	0
462	l0.s462.proj	p_layers_27_k_proj_weight	4194304	0
463	l0.s463.qknorm	l27.q	0	0
463	l0.s463.qknorm	l27.q_normed	0	0
463	l0.s463.qknorm	p_layers_27_q_norm_weight	256	0
464	l0.s464.qknorm	l27.k	0	0
464	l0.s464.qknorm	l27.k_normed	0	0
464	l0.s464.qknorm	p_layers_27_k_norm_weight	256	0
465	l0.s465.proj	l27.norm	0	0
465	l0.s465.proj	l27.v	0	0
465	l0.s465.proj	p_layers_27_v_proj_weight	4194304	0
466	l0.s466.rope	b_inv_freq	128	0
466	l0.s466.rope	l27.q_normed	0	0
466	l0.s466.rope	l27.q_rot	0	0
467	l0.s467.rope	b_inv_freq	128	0
467	l0.s467.rope	l27.k_normed	0	0
467	l0.s467.rope	l27.k_rot	0	0
468	l0.s468.append	l27.full_k	0	2048
468	l0.s468.append	l27.k_rot	0	0
469	l0.s469.append	l27.full_v	0	2048
469	l0.s469.append	l27.v	0	0
470	l0.s470.attn	l27.context	0	0
470	l0.s470.attn	l27.full_k	6144	0
470	l0.s470.attn	l27.full_v	6144	0
470	l0.s470.attn	l27.q_rot	0	0
471	l0.s471.proj	l0.s471.proj	0	0
471	l0.s471.proj	l27.context	0	0
471	l0.s471.proj	p_layers_27_o_proj_weight	8388608	0
471	l0.s471.add	l0.s471.proj	0	0
471	l0.s471.add	l26.hidden	0	0
471	l0.s471.add	l27.hidden	0	0
472	l0.s472.norm	l27.hidden	0	0
472	l0.s472.norm	l27.norm	0	0
472	l0.s472.norm	p_layers_27_post_norm_weight	4096	0
473	l0.s473.proj	l27.gate	0	0
473	l0.s473.proj	l27.norm	0	0
473	l0.s473.proj	p_layers_27_gate_proj_weight	25165824	0
474	l0.s474.proj	l27.norm	0	0
474	l0.s474.proj	l27.up	0	0
474	l0.s474.proj	p_layers_27_up_proj_weight	25165824	0
475	l0.s475.act	l27.gate	0	0
475	l0.s475.act	l27.up	0	0
476	l0.s476.proj	l0.s476.proj	0	0
476	l0.s476.proj	l27.gate	0	0
476	l0.s476.proj	p_layers_27_down_proj_weight	25165824	0
476	l0.s476.add	l0.s476.proj	0	0
476	l0.s476.add	l27.hidden	0	0
477	l0.s477.norm	final.norm	0	0
477	l0.s477.norm	l27.hidden	0	0
477	l0.s477.norm	p_final_norm_weight	4096	0
478	l0.s478.proj	final.logits	0	303872
478	l0.s478.proj	final.norm	0	0
478	l0.s478.proj	p_lm_head_weight	622329856	0
